idTicket,fecha,idAgente,comentario
76b42fdc-d182-4379-98f6-d5ffe1990a28,2024-07-13T18:50:00,548fcfc5-90cb-4a9a-a3a5-18129d8eab95,Ticket cerrado.
abbf2847-d161-4116-9a58-5313c311497d,2024-08-14T19:25:00,da439fd3-7eee-4fce-9d04-39c0dbdd504d,Seguimiento inicial del ticket.
abbf2847-d161-4116-9a58-5313c311497d,2024-08-15T00:25:00,da439fd3-7eee-4fce-9d04-39c0dbdd504d,Cliente reporta lentitud en aplicación ERP
feac2319-b62a-414c-a0a6-73834804493c,2024-08-31T15:50:00,27fe9eca-a43b-4f83-b4fc-ad736a653aa6,Seguimiento inicial del ticket.
feac2319-b62a-414c-a0a6-73834804493c,2024-08-31T20:50:00,27fe9eca-a43b-4f83-b4fc-ad736a653aa6,Resuelto problema de conexión a base de datos
feac2319-b62a-414c-a0a6-73834804493c,2024-09-02T13:05:00,27fe9eca-a43b-4f83-b4fc-ad736a653aa6,Ticket cerrado.
1119242d-09e5-4515-955a-5b04ce576d60,2024-10-04T16:30:00,951e7856-3f84-408d-a647-7cb77473999e,Seguimiento inicial del ticket.
1119242d-09e5-4515-955a-5b04ce576d60,2024-10-04T21:30:00,951e7856-3f84-408d-a647-7cb77473999e,Error en generación de facturas electrónicas
35cf1bae-5ef0-4e8c-9c20-f3f763e5f59c,2024-10-21T21:45:00,b72cf553-04fc-4334-abd8-57f0e55e65d9,Seguimiento inicial del ticket.
35cf1bae-5ef0-4e8c-9c20-f3f763e5f59c,2024-10-22T02:45:00,b72cf553-04fc-4334-abd8-57f0e55e65d9,Restablecido acceso a usuario bloqueado
35cf1bae-5ef0-4e8c-9c20-f3f763e5f59c,2024-10-23T19:00:00,b72cf553-04fc-4334-abd8-57f0e55e65d9,Ticket cerrado.
c5dd45c6-1573-4c10-8229-c54bebd57fa5,2024-11-24T18:25:00,074e81b9-2712-4cf8-a3cb-131589f4cb8b,Seguimiento inicial del ticket.
c5dd45c6-1573-4c10-8229-c54bebd57fa5,2024-11-24T23:25:00,074e81b9-2712-4cf8-a3cb-131589f4cb8b,Cliente no puede visualizar archivos PDF
115ddbf3-7d5f-4640-bb70-99a52320218a,2024-12-11T13:50:00,34af2e94-2354-4556-8b21-3f8e0bc6ce9b,Seguimiento inicial del ticket.
115ddbf3-7d5f-4640-bb70-99a52320218a,2024-12-11T18:50:00,34af2e94-2354-4556-8b21-3f8e0bc6ce9b,Actualizado sistema de respaldo automático
115ddbf3-7d5f-4640-bb70-99a52320218a,2024-12-13T11:05:00,34af2e94-2354-4556-8b21-3f8e0bc6ce9b,Ticket cerrado.
50270a06-7286-4822-b8ae-bc8558d0860f,2025-01-14T16:30:00,346d3d6c-8391-43c7-b4ba-b92da318d20f,Seguimiento inicial del ticket.
50270a06-7286-4822-b8ae-bc8558d0860f,2025-01-14T21:30:00,346d3d6c-8391-43c7-b4ba-b92da318d20f,Problema con reconocimiento de huella digital
509c59a7-8242-4d95-875f-77ac0f7bf71d,2025-01-31T21:45:00,b76c05ef-ceb1-451e-8695-1e4e1b7c8447,Seguimiento inicial del ticket.
509c59a7-8242-4d95-875f-77ac0f7bf71d,2025-02-01T02:45:00,b76c05ef-ceb1-451e-8695-1e4e1b7c8447,Configurado nuevo servidor de impresión
509c59a7-8242-4d95-875f-77ac0f7bf71d,2025-02-02T19:00:00,b76c05ef-ceb1-451e-8695-1e4e1b7c8447,Ticket cerrado.
676f4946-07a7-44b0-ba30-e80d1ed4e0f1,2025-03-06T18:25:00,548fcfc5-90cb-4a9a-a3a5-18129d8eab95,Seguimiento inicial del ticket.
676f4946-07a7-44b0-ba30-e80d1ed4e0f1,2025-03-06T23:25:00,548fcfc5-90cb-4a9a-a3a5-18129d8eab95,Error en cálculo de reporte financiero
d21605f5-2c3b-4868-a95d-f830559cba91,2025-03-23T13:50:00,da439fd3-7eee-4fce-9d04-39c0dbdd504d,Seguimiento inicial del ticket.
d21605f5-2c3b-4868-a95d-f830559cba91,2025-03-23T18:50:00,da439fd3-7eee-4fce-9d04-39c0dbdd504d,Migración de datos a nueva tabla completada
d21605f5-2c3b-4868-a95d-f830559cba91,2025-03-25T11:05:00,da439fd3-7eee-4fce-9d04-39c0dbdd504d,Ticket cerrado.
d6bf348a-ffe1-4a43-be3d-1d0c15d4d537,2025-04-26T16:30:00,27fe9eca-a43b-4f83-b4fc-ad736a653aa6,Seguimiento inicial del ticket.
d6bf348a-ffe1-4a43-be3d-1d0c15d4d537,2025-04-26T21:30:00,27fe9eca-a43b-4f83-b4fc-ad736a653aa6,Error al exportar datos a formato CSV
ce6b4ac8-6a5a-40a8-9718-3d51209c43d2,2025-05-13T21:45:00,951e7856-3f84-408d-a647-7cb77473999e,Seguimiento inicial del ticket.
ce6b4ac8-6a5a-40a8-9718-3d51209c43d2,2025-05-14T02:45:00,951e7856-3f84-408d-a647-7cb77473999e,Reparado cableado de red en área administrativa
ce6b4ac8-6a5a-40a8-9718-3d51209c43d2,2025-05-15T19:00:00,951e7856-3f84-408d-a647-7cb77473999e,Ticket cerrado.
241791aa-c0eb-48de-9dc6-fe34f717383f,2025-06-16T18:25:00,b72cf553-04fc-4334-abd8-57f0e55e65d9,Seguimiento inicial del ticket.
241791aa-c0eb-48de-9dc6-fe34f717383f,2025-06-16T23:25:00,b72cf553-04fc-4334-abd8-57f0e55e65d9,Problema con actualización automática de Windows
